Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;Domicilios_Particulares_Permanentes;Moradores_Domicilios_Particulares;Media_Moradores_por_Domicilio;Variancia_Moradores;Renda_Media_Mensal_Pessoas_10_Anos_ou_Mais;Variancia_Renda_Pessoas;Renda_Media_Mensal_Domicilios;Variancia_Renda_Domicilios;Renda_Media_Mensal_Pessoas_Com_Rendimento;Variancia_Renda_Pessoas_Com_Rendimento;Renda_Media_Mensal_Domicilios_Com_Rendimento;Variancia_Renda_Domicilios_Com_Rendimento
350950205000011;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;211.0;479.0;2.27;1.63;1809.7;3708092.13;1909.23;3722075.11;1388.7;3621527.18;1697.74;3903611.49
350950205000012;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;153.0;404.0;2.64;1.88;2301.01;5242623.29;2411.34;5227856.11;1531.75;3364888.87;1819.23;3473742.35
350950205000013;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;159.0;350.0;2.2;1.45;2014.42;4820618.46;2135.29;4851982.64;1457.97;3487738.92;1760.67;3679557.8
350950205000014;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;288.0;611.0;2.12;1.28;2994.56;5294928.21;3026.08;5255137.78;2100.24;4322889.71;2610.42;4040628.36
350950205000015;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;239.0;483.0;2.02;1.16;4560.02;32263854.56;4909.21;33023684.37;3466.73;27822074.58;4312.5;30970824.49
350950205000016;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;297.0;555.0;1.87;0.91;3065.12;8381723.87;3183.01;8328670.39;2571.46;32894755.95;3011.46;37207940.86
350950205000017;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;249.0;485.0;1.95;1.15;2270.65;8985270.21;2512.85;9336642.9;2015.56;7880355.21;2414.53;8478438.94
350950205000018;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;205.0;392.0;1.91;0.87;2705.41;6331932.79;3205.84;5896362.81;2258.35;6804150.44;3113.54;6717755.28
350950205000019;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;108.0;264.0;2.44;1.37;3967.9;14363373.91;4982.94;12963544.48;2689.56;10596684.66;4001.13;10515929.18
350950205000020;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;227.0;366.0;1.61;0.65;2545.02;3066609.18;2804.47;2649598.49;1938.96;3894551.17;2699.33;3367251.13
350950205000021;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;224.0;420.0;1.88;1.1;2993.72;6965220.86;3178.17;6807404.43;2345.8;5742697.42;2786.95;5592753.78
350950205000022;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;216.0;451.0;2.09;1.56;1978.99;2521703.36;2025.88;2486286.98;1548.2;2126698.84;1771.14;2037846.75
350950205000023;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;230.0;422.0;1.83;0.92;2783.93;7794823.32;3108.28;7694325.8;2257.61;7028898.73;2944.39;7145372.92
350950205000024;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;152.0;243.0;1.6;0.68;2018.32;3961664.9;2289.44;3872454.77;1727.78;3247259.99;2045.83;3194077.75
350950205000025;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;161.0;351.0;2.18;1.25;2371.06;2968595.75;2462.84;2856741.24;1740.14;3113211.03;2134.74;2976293.3
350950205000026;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;178.0;494.0;2.78;1.61;3120.34;6451345.32;3286.51;6247577.28;1757.7;4485480.94;2342.01;4608460.45
350950205000027;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;168.0;385.0;2.29;1.92;2125.32;5496645.26;2349.04;5550068.45;1781.87;10327366.68;2231.97;11936988.28
350950205000028;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;175.0;455.0;2.6;2.26;1925.83;4780249.74;2324.28;4843602.42;1298.29;3290243.92;1895.41;3673064.16
350950205000029;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;168.0;510.0;3.04;2.86;1177.18;1917461.64;1533.08;1951814.09;849.17;1294604.16;1368.6;1375887.65
350950205000030;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;113.0;248.0;2.19;2.21;2314.96;6510137.03;2491.34;6567272.92;1587.82;3816390.51;1931.34;3979385.99
350950205000031;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;233.0;555.0;2.38;2.58;1890.1;3416751.31;2077.33;3366031.16;1188.05;1858845.31;1454.53;1888235.68
350950205000032;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;222.0;518.0;2.33;2.8;1714.8;10101729.09;2175.34;11822754.84;1185.64;5511535.73;1793.76;7253213.36
350950205000033;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;197.0;456.0;2.31;1.45;2117.05;4591868.98;2383.19;4534536.21;1366.69;3015070.58;1949.29;3165177.61
350950205000034;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;124.0;251.0;2.02;1.45;1610.89;3186447.17;2147.85;3094290.98;1228.41;2790188.22;1918.89;3035178.36
350950205000035;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;236.0;432.0;1.83;0.97;2331.42;5086904.47;2571.1;4993182.0;1894.24;4284825.84;2280.82;4277540.82
350950205000036;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;236.0;431.0;1.83;1.22;1746.55;4696113.31;2302.72;4912042.23;1363.63;3536401.33;2033.23;3912818.31
350950205000037;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;253.0;426.0;1.68;0.8;3643.13;9768244.32;3746.8;9657334.19;2967.42;8874557.97;3404.29;8693355.08
350950205000038;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;262.0;552.0;2.11;1.23;3418.27;22182863.41;3655.46;22857813.59;2407.28;13920854.86;3036.27;15652490.34
350950205000039;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;196.0;417.0;2.13;1.41;3053.55;15256470.2;4099.29;16200982.66;2717.09;16240322.12;4118.09;18855009.45
350950205000040;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;148.0;372.0;2.51;1.94;2909.63;12911839.89;3312.5;13368634.67;2190.86;8313926.8;2773.54;8911119.91
350950205000041;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;333.0;755.0;2.27;1.46;2959.24;9608389.09;3284.76;9596028.43;2530.98;8571104.25;3213.12;8689575.44
350950205000042;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;258.0;583.0;2.26;1.18;3819.72;11590599.48;3941.96;11479223.17;2510.2;8573076.19;3140.64;8746628.4
350950205000043;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;140.0;342.0;2.44;1.85;2545.94;6277488.82;2620.82;6265785.76;1638.06;4573875.28;2131.45;4901228.72
350950205000044;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;359.0;903.0;2.52;1.31;2692.19;13011955.54;4202.16;13968995.17;2139.18;9783039.14;3669.13;11169285.74
350950205000045;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;176.0;569.0;3.23;2.34;882.08;1642410.94;1687.46;1784509.46;761.18;1365707.36;1556.95;1555221.93
350950205000046;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;325.0;844.0;2.6;1.31;3427.92;10254373.16;3922.79;9791836.26;2516.36;9645080.71;3431.4;10013190.47
350950205000047;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;184.0;504.0;2.74;2.96;3532.83;80595431.28;4392.17;96533057.03;1904.1;30882708.39;2635.32;40840984.81
350950205000048;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;114.0;200.0;1.75;1.3;1952.71;3085798.47;2393.65;2723252.27;1430.94;3188829.92;2068.94;3291276.56
350950205000049;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;148.0;245.0;1.66;0.7;1816.38;1576538.47;2006.15;1358918.71;1551.44;1626471.47;1828.48;1409235.32
350950205000050;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;198.0;349.0;1.76;0.92;2036.04;2330590.28;2132.99;2234258.06;1618.89;2396022.03;1950.97;2239057.76
350950205000051;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;246.0;432.0;1.76;0.9;2311.53;3967009.07;2451.02;3864063.2;1925.98;3525813.72;2246.97;3391793.83
350950205000052;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;169.0;281.0;1.66;1.38;2068.65;3054019.26;2226.76;2934605.51;1531.54;2544429.48;1849.29;2484465.82
350950205000053;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;251.0;455.0;1.81;0.98;2903.11;5883579.9;3154.46;5598870.9;2239.08;5260232.33;2800.42;5006273.55
350950205000054;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;194.0;354.0;1.82;0.93;2844.89;4652920.92;3049.22;4362458.83;2216.67;4046158.86;2600.47;3747604.02
350950205000055;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;128.0;223.0;1.74;0.89;2278.9;7321316.9;2390.98;7414169.46;1722.47;5284195.62;2032.12;5606714.12
350950205000056;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;233.0;415.0;1.78;1.01;2927.62;29256028.79;3114.78;30549239.63;2111.71;18500976.21;2682.8;21983209.96
350950205000057;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;295.0;553.0;1.87;1.27;2179.86;4353388.09;2321.51;4307268.24;1882.22;5152197.0;2152.26;5310517.95
350950205000058;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;195.0;297.0;1.52;0.56;2357.83;4910850.78;2657.67;4737474.59;2072.91;4375710.56;2403.25;4278747.0
350950205000059;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;217.0;368.0;1.7;0.71;2392.86;8123000.13;2557.88;8261777.17;2225.56;8449296.9;2479.28;8784600.79
350950205000060;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;134.0;221.0;1.65;0.73;2850.6;8256416.18;2938.31;8252710.29;2345.35;7250617.45;2629.26;7382541.25
350950205000061;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;282.0;551.0;1.95;1.02;4407.01;20524201.38;4637.23;20528808.12;3307.02;15704780.7;4021.64;16225713.85
350950205000062;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;300.0;564.0;1.88;1.01;5242.9;22343984.39;5957.84;21126781.95;4246.73;21706463.53;5584.04;21072800.32
350950205000063;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;252.0;513.0;2.04;0.96;4993.89;22190017.93;5200.25;22033192.88;3519.88;16598112.18;4259.05;16936382.53
350950205000064;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;178.0;348.0;1.96;1.09;7741.83;51264669.11;7874.54;51097450.65;5251.66;41102918.95;6190.11;42644011.55
350950205000065;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;168.0;272.0;1.62;0.67;3793.92;14432520.1;4249.19;14228529.28;2869.91;11373506.2;3574.57;11648461.64
350950205000066;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;282.0;593.0;2.1;1.13;4411.94;24222187.33;4822.35;24497324.25;3552.97;22068148.89;4423.41;23627775.09
350950205000067;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;128.0;282.0;2.2;1.27;3495.04;15831987.2;3791.23;16052627.75;2806.75;13750631.4;3709.91;14830033.2
350950205000068;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;237.0;410.0;1.73;0.92;4229.49;16634331.42;4265.49;16622310.11;3197.43;13087645.84;3710.14;13284601.55
350950205000069;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;95.0;168.0;1.77;0.75;3464.19;10043190.94;3782.74;9758454.01;2735.19;8297797.73;3167.07;8239825.97
350950205000070;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;226.0;593.0;2.62;2.01;2740.49;10527253.54;4242.12;9921334.08;2182.53;9894856.91;3943.1;10938072.8
350950205000071;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;175.0;334.0;1.91;1.04;1981.6;7117222.52;2865.95;7764347.35;1600.85;5212398.22;2349.4;5894199.94
350950205000072;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;256.0;665.0;2.6;1.9;3084.87;7659665.52;3210.27;7568089.57;2015.61;5482397.95;2513.73;5585324.45
350950205000073;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;262.0;599.0;2.29;1.69;2716.56;6761217.27;2928.97;6667353.9;1963.93;5866202.81;2549.98;6122886.99
350950205000074;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;147.0;433.0;2.95;3.11;1988.96;2420088.82;2149.83;2268872.47;1367.51;2396677.86;1770.75;2389329.61
350950205000075;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;150.0;433.0;2.89;1.39;3321.49;9032228.44;3533.5;8858384.89;1912.54;6747025.36;2661.78;7398110.45
350950205000076;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;130.0;385.0;2.96;2.02;2994.62;5880169.23;3114.4;5741207.1;1918.53;5264328.09;2656.43;5329151.2
350950205000077;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;284.0;800.0;2.82;1.99;1663.85;6907043.83;2796.05;8450531.77;1013.07;3458161.76;2015.48;4863282.97
350950205000078;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;337.0;892.0;2.65;1.44;2568.55;3578526.02;2663.39;3457691.52;1704.42;2911959.68;2195.75;2672152.54
