Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;Domicilios_Particulares_Permanentes;Moradores_Domicilios_Particulares;Media_Moradores_por_Domicilio;Variancia_Moradores;Renda_Media_Mensal_Pessoas_10_Anos_ou_Mais;Variancia_Renda_Pessoas;Renda_Media_Mensal_Domicilios;Variancia_Renda_Domicilios;Renda_Media_Mensal_Pessoas_Com_Rendimento;Variancia_Renda_Pessoas_Com_Rendimento;Renda_Media_Mensal_Domicilios_Com_Rendimento;Variancia_Renda_Domicilios_Com_Rendimento
350010505000013;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;183.0;534.0;2.92;1.79;1056.8;829952.13;1111.46;812023.08;670.21;595132.16;924.63;585780.07
350010505000014;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;314.0;909.0;2.89;1.61;1184.86;924093.73;1223.84;906734.4;784.52;754576.11;1035.77;735970.78
350010505000015;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;200.0;614.0;3.07;2.28;684.95;242293.72;791.85;195187.55;543.83;703833.76;792.24;828861.09
350010505000016;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;194.0;646.0;3.33;2.45;655.5;149241.62;714.42;120399.89;399.96;163290.37;623.71;114946.0
350010505000017;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;222.0;705.0;3.18;2.67;750.92;552081.27;841.94;542316.25;486.91;328547.31;713.33;319792.22
350010505000018;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;221.0;688.0;3.11;1.76;1923.19;4372170.83;2053.26;4400942.86;1255.65;3738562.99;1751.15;4347534.56
350010505000019;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;322.0;995.0;3.09;1.86;998.8;897513.04;1051.03;889525.65;652.92;561924.46;869.28;560050.28
350010505000020;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;215.0;621.0;2.89;2.06;1148.76;886617.99;1170.54;877893.34;761.35;712779.61;959.66;708117.27
350010505000021;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;211.0;591.0;2.8;1.55;2927.89;64868509.59;3013.59;66516893.71;1614.21;27496811.05;2304.2;37687102.14
350010505000022;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;235.0;710.0;3.02;1.64;1656.14;14945272.43;1692.14;15210400.36;957.2;6133544.65;1286.37;7822895.54
350010505000023;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;246.0;761.0;3.09;1.85;1376.96;3425163.74;1485.67;3534548.32;861.04;1668174.93;1135.62;1888763.42
350010505000024;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;187.0;547.0;2.93;1.73;1332.72;1698497.67;1384.54;1692760.5;825.22;1084924.14;1142.25;1139752.81
350010505000025;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;262.0;787.0;3.0;1.77;1190.29;1059803.5;1208.75;1053905.26;700.63;705792.31;949.66;720191.1
350010505000026;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;169.0;467.0;2.76;1.31;2124.93;5090831.41;2216.75;5107370.61;1309.53;3515703.81;1800.07;3951073.91
350010505000027;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;198.0;670.0;3.38;2.16;763.22;248939.16;834.91;212268.3;480.89;238799.12;728.13;181403.31
350010505000028;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;337.0;1035.0;3.07;1.83;858.68;368370.15;915.74;340506.5;554.47;276346.13;748.2;227879.23
350010505000029;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;317.0;1021.0;3.22;2.13;630.3;229500.36;753.98;181098.26;484.9;880764.31;721.54;1140288.25
350010505000030;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;323.0;913.0;2.83;1.99;1073.38;741953.5;1093.7;733750.84;690.71;575460.07;939.46;548969.55
350010505000031;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;345.0;1080.0;3.13;1.96;902.55;605239.35;952.24;591203.53;564.91;406459.87;790.53;390411.51
350010505000032;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;1.0;1.0;1.0;0.0;1200.0;0.0;1200.0;0.0;502.0;12016.15;516.76;4667.65
350010505000033;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;291.0;967.0;3.32;1.52;787.25;247657.32;842.25;218533.01;497.89;225427.27;730.17;160872.89
350010505000034;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;194.0;511.0;2.63;1.96;1599.69;2821947.96;1677.51;2828720.58;1014.16;1758594.49;1355.97;1888187.53
350010505000035;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;188.0;646.0;3.44;2.34;610.75;291910.36;765.47;247125.83;443.73;394966.57;723.92;441669.32
350010505000036;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;197.0;545.0;2.77;1.9;1380.86;4821731.5;1511.28;5081467.18;1077.62;3586167.03;1333.82;4098294.37
350010505000037;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;236.0;688.0;2.92;1.43;1779.37;3291160.16;1841.8;3291650.53;1015.33;2023700.85;1464.24;2261677.67
350010505000038;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;107.0;347.0;3.24;1.11;1475.98;1041688.41;1489.91;1030665.71;873.77;797986.27;1125.03;744551.61
350010505000039;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;156.0;428.0;2.74;1.1;2050.56;1853044.04;2104.53;1787814.32;1413.47;2021590.07;1763.3;1904683.41
350010505000041;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;13.0;44.0;3.38;2.92;1553.08;540623.08;1553.08;540623.08;778.33;695014.29;1218.26;545396.84
350010505000042;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;77.0;218.0;2.83;1.27;1572.18;1658756.62;1658.33;1606065.64;1095.34;1654554.57;1388.46;1690593.34
350010505000043;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);3;11.0;34.0;3.09;1.89;4564.55;34596427.27;5578.89;36879261.11;2300.81;15547706.83;3396.43;19414297.86
350010505000044;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;264.0;815.0;3.09;2.01;900.74;413556.8;932.53;398447.84;562.33;309150.31;761.77;266788.18
350010505000045;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);3;2.0;10.0;5.0;0.0;510.0;0.0;510.0;0.0;255.0;78030.0;510.0;0.0
350010505000048;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);3;46.0;136.0;2.96;1.69;958.37;429337.84;979.67;417757.27;564.83;366013.76;869.54;297610.79
350010505000049;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);8;55.0;160.0;2.91;1.97;907.45;392267.47;941.7;374487.45;622.78;689578.49;890.52;748152.33
350010505000050;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);8;80.0;246.0;3.08;1.72;1191.3;1227164.09;1237.71;1217401.26;707.54;753000.16;964.07;778852.47
350010505000051;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;;;;;;;;;497.08;12084.93;518.7;1162.71
350010505000052;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);8;78.0;223.0;2.86;1.55;1045.65;1193268.93;1073.17;1195165.02;660.5;682836.19;905.95;714435.62
350010505000053;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);8;44.0;146.0;3.32;1.52;884.43;555378.16;905.0;549544.05;590.36;649161.29;840.62;714687.36
350010505000054;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);8;78.0;248.0;3.18;1.55;1016.36;1043973.66;1085.97;1039823.36;625.74;655580.65;893.35;697147.68
350010505000055;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);8;40.0;131.0;3.28;2.92;893.5;516597.69;916.41;508644.67;532.24;335808.2;755.65;307595.05
350010505000056;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);8;3.0;13.0;4.33;1.33;924.67;72985.33;924.67;72985.33;134.08;61921.69;230.21;84616.59
350010505000057;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);8;27.0;83.0;3.07;1.38;872.41;157583.4;872.41;157583.4;454.84;214400.13;763.79;122319.55
350010505000058;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);8;30.0;101.0;3.37;2.17;792.0;149802.76;819.31;131978.08;446.76;230417.47;741.95;162433.62
350010505000059;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);8;45.0;145.0;3.22;1.49;1997.78;23898136.99;2090.7;24837250.69;849.82;9135870.2;1553.96;15705240.91
350010505000060;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);8;39.0;118.0;3.03;1.76;1240.72;871335.89;1240.72;871335.89;602.65;704586.52;1070.22;751651.33
350010505000061;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);8;42.0;121.0;2.88;1.23;950.19;286896.89;997.7;252993.91;517.12;313809.96;875.77;215774.37
350010505000062;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;161.0;404.0;2.51;1.6;2171.12;5865604.23;2212.35;5885903.37;1335.1;3704169.46;1735.63;4121687.3
350010505000063;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;176.0;460.0;2.61;1.62;1647.44;4353849.2;1725.89;4426210.34;989.26;2231008.56;1281.4;2516347.96
350010505000066;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;20.0;49.0;2.45;0.47;1938.5;1847329.21;1938.5;1847329.21;1408.41;1584264.85;1630.79;1468715.58
350010505000067;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;139.0;411.0;2.96;1.84;1259.12;1299769.27;1315.92;1283535.59;746.69;851337.91;1074.65;872899.53
350010505000068;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;1.0;4.0;4.0;0.0;3500.0;0.0;3500.0;0.0;2333.33;4083333.33;3500.0;0.0
350010505000069;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;5.0;13.0;2.6;0.8;1018.0;258720.0;1018.0;258720.0;665.83;273317.42;799.0;215832.22
350010505000070;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);2;1.0;4.0;4.0;0.0;1500.0;0.0;1500.0;0.0;1750.0;750000.0;1750.0;750000.0
350010505000071;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;7.0;18.0;2.57;1.62;432.86;99790.48;606.0;18530.0;515.56;164508.5;713.85;79708.97
350010505000073;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;187.0;577.0;3.09;1.89;936.5;419300.51;983.85;393771.49;579.37;358243.78;806.81;315260.86
350010505000075;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;2.0;7.0;3.5;4.5;1355.0;1428050.0;1355.0;1428050.0;644.29;640528.57;1127.5;554625.0
350010505000076;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);2;6.0;16.0;2.67;2.27;1643.33;621866.67;1643.33;621866.67;1095.77;591024.36;1187.08;526502.08
350010505000077;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;151.0;445.0;2.95;2.05;981.12;1669734.25;1036.01;1706539.2;624.02;876618.92;898.94;1016174.04
350010505000078;3;Região Sudeste;35;São Paulo;3508;Presidente Prudente;35035;Adamantina;0;Municípios não pertencentes a estrutura de RM;3500105;ADAMANTINA;350010505;ADAMANTINA;35001050500;ADAMANTINA;3500105000;ADAMANTINA (todos os setores);1;230.0;714.0;3.1;2.21;759.83;248521.31;824.34;216288.46;501.37;214340.5;710.85;154850.12
